 0.0000000000, 0.0000000000, 0.0000000000, 0.5430777352, 0.8850105311, 0.6758799640, 0.5852897956, 0.7451516570, 0.3943689410, 0.4223823361, 0.5525626099, 0.1434744775, 0.0942107470, 0.0727393211, 0.0523849842, 0.0141418196, 0.0123649930, 0.0455116147, 0.0691808445, 0.0583214637, 0.0404864732, 0.0177276698, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.1649690822, 0.1823199715, 0.0875884804, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
 0.0000000000, 0.0000000000, 0.0000000000, 0.4005169412, 0.7279477726, 0.7387548092, 0.7570186649, 0.6217325487, 0.2291474689, 0.0000000000, 0.3713289891, 0.2689248034, 0.0025757692, 0.0000000000, 0.0495173754, 0.0891605470, 0.0550260242, 0.0000000000, 0.0000000000, 0.0000000000, 0.0176050265, 0.0155525017, 0.0219648647, 0.0223585048, 0.0000000000, 0.0000000000, 0.1591252246, 0.1945964134, 0.1101331050, 0.0489358652, 0.0814496392, 0.0452922518, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
 0.0000000000, 0.0000000000, 0.2904893312, 0.5086596550, 0.5037852697, 0.2451470264, 0.0000000000, 0.4352584178, 0.6828569768, 0.4804557164, 0.5554287460, 0.3866298734, 0.1514842508, 0.0433721096, 0.0550165995, 0.0420907212, 0.0190599255, 0.0216410495, 0.0000000000, 0.0000000000, 0.0036159884, 0.0095324432, 0.0054203518, 0.0000000000, 0.0000000000, 0.0896078586, 0.1354483614, 0.2092687407, 0.1513935679, 0.0678965353, 0.0538344974, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
 0.0000000000, 0.0000000000, 0.0543407188, 0.2698716631, 0.4405166361, 0.3271897823, 0.5481061904, 0.6368297296, 0.4853100329, 0.3316726577, 0.3415052829, 0.3845243838, 0.1792305298, 0.0360805428, 0.0093787010, 0.0000000000, 0.0000000000, 0.0000000000, 0.0053986819, 0.0465473316, 0.0415048000, 0.0045845440, 0.0013304467, 0.0200608231, 0.0442929184, 0.0000000000, 0.1532180842, 0.2057016094, 0.2822083840, 0.2853593780, 0.1162488047, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
 0.0000000000, 0.5108848496, 0.2392919867, 0.0000000000, 0.3614948838, 0.6061432936, 0.8682140651, 0.8982724905, 0.3261299594, 0.0000000000, 0.0657204069, 0.0490021138, 0.0543217091, 0.0328944145, 0.0176096760, 0.0126897487, 0.0000000000, 0.0212734767, 0.0290730433, 0.0276405919, 0.0276045781, 0.0162552115, 0.0115623605, 0.0117511279, 0.0528211557, 0.1146594605, 0.1464960994, 0.2440863376, 0.3228119296, 0.3403742235, 0.2309517675, 0.0813611685, 0.0095097716, 0.0163294672, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
 0.0000000000, 0.3915677646, 0.3872496282, 0.1545303058, 0.1460401164, 0.3678517234, 0.3976024268, 0.1225644138, 0.0146676261, 0.0290671249, 0.0680681974, 0.0373194245, 0.1454707111, 0.1025707714, 0.0465177494, 0.0428238348, 0.0168554984, 0.0125090065, 0.0169759641, 0.0158672122, 0.0095284251, 0.0047746920, 0.0249765635, 0.0333594051, 0.0558454354, 0.0000000000, 0.1594099856, 0.2198839873, 0.2610503513, 0.2839098904, 0.2738087619, 0.1295909198, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
 0.0000000000, 0.6856626391, 1.0888536674, 0.6670870096, 0.2599621115, 0.1765742868, 0.0000000000, 0.0000000000, 0.1334756607, 0.2769541318, 0.1835224517, 0.0949074784, 0.0781464248, 0.0296701268, 0.0053467205, 0.0007056053, 0.0000000000, 0.0000000000, 0.0020862585, 0.0015375601, 0.0000000000, 0.0165759648, 0.0339854837, 0.0315405939, 0.0000000000, 0.0000000000, 0.0000000000, 0.1839062918, 0.1256146389, 0.1485979589, 0.1941070299, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
 0.0000000000, 0.5968310256, 0.5723830963, 0.4014791931, 0.3708704271, 0.3128622321, 0.4622709535, 0.4584891444, 0.2522262307, 0.2233854064, 0.2779540184, 0.1852772954, 0.0386028355, 0.0243810377, 0.0170296409, 0.0365742676, 0.0479335221, 0.0176790981, 0.0114397621, 0.0164522297, 0.0074288900, 0.0049096672, 0.0128812633, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
 0.0000000000, 0.1384231764, 0.1682130715, 0.1736509154, 0.2082601802, 0.1177248039, 0.0319614190, 0.0667104119, 0.0917788697, 0.0000000000, 0.0324001223, 0.0613002175, 0.0323765589, 0.0354467588, 0.0668282444, 0.0708405615, 0.0660023857, 0.1295396811, 0.0887662128, 0.0198721381, 0.0167675300, 0.0104866460, 0.0355817049, 0.0411294884, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
 0.0000000000, 0.0436717121, 0.0696336875, 0.0584599635, 0.1789222897, 0.2287146847, 0.0969974970, 0.0813771494, 0.0698789238, 0.0195776106, 0.0000000000, 0.0000000000, 0.0186018490, 0.0433893197, 0.0585547732, 0.0607803020, 0.0667639380, 0.0935818580, 0.0572393539, 0.0338249478, 0.0312483931, 0.0204099791, 0.0185560446, 0.0374043174, 0.0762872339, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000000000
